61,Leslie Knope,Are we prepared for tomorrow night?
62,Leslie Knope,"Tom, have you booked the hall yet?"
63,Tom Haverford,"Yes, sir."
64,Leslie Knope,"Ann, did you clear your schedule?"
65,Ann Perkins,I did.
66,Ann Perkins,I changed my shift.
67,Leslie Knope,Okay.
68,Mark Brendanawicz,"Leslie, I just have to say, I think you might be taking this to the public a little bit too soon."
69,Mark Brendanawicz,It literally doesn't matter what you propose to the public.
70,Mark Brendanawicz,"They might call for a vote, and if they vote you down, then you're done."
71,Leslie Knope,I don't care if there's gonna be a vote.
72,Leslie Knope,"I have a secret weapon, canvassing."
73,Leslie Knope,Nothing better than good old-fashioned door-to-door campaigning.
74,Leslie Knope,I'm not above using my expertise to change hearts and minds if the cause is just.
75,Leslie Knope,"When I was in sixth grade, I was voted Best Dressed by 87 votes."
76,Leslie Knope,And there were only 63 people in my class. Andy fell into that pit.
77,Leslie Knope,I fell into that pit.
78,Leslie Knope,How many more Pawnee citizens are gonna have to fall into that pit before we turn it into a park?
79,Leslie Knope,Zero.
80,Leslie Knope,Say it.
81,Tom Haverford,Zero.
82,Mark Brendanawicz,Zero.
83,April Ludgate,A hundred.
84,Ann Perkins,Zero.
85,Leslie Knope,I've got some sunscreen for your beaks.
86,Leslie Knope,"Tom, you probably won't need any."
87,Leslie Knope,Uh‰€_. And this is our canvassing guide.
88,Leslie Knope,This is gonna be the script that we use when we speak with people.
89,Mark Brendanawicz,"""If a person is a man, turn to page two."""
90,Tom Haverford,"""If the person looks like a celebrity, example, Jack Nicholson, use this to help your pitch."""
91,Tom Haverford,"""Example, 'You can't handle the pit.'"""
92,Tom Haverford,"""That's why we need to turn it into a park."""
93,Ann Perkins,Oh.
94,Ann Perkins,This is really thorough.
95,Leslie Knope,Ann and I are a team.
96,Leslie Knope,You guys are a team.
97,Leslie Knope,"We have even sectors, you guys have odd sectors."
98,Leslie Knope,And we're gonna win.
99,Ann Perkins,Yeah.
100,April Ludgate,Win what?
101,Leslie Knope,Go!
102,Leslie Knope,Okay.
103,Leslie Knope,"Ooh, someone's in there."
104,Leslie Knope,This is gonna be fun.
105,Leslie Knope,Are you excited?
106,Ann Perkins,"Excited, yeah."
107,Leslie Knope,Are you ready?
108,Ann Perkins,"Yes, definitely."
109,Leslie Knope,Are you pumped up?
110,Ann Perkins,Yes!
111,Leslie Knope,Look humble.
112,Leslie Knope,But confident.
113,Leslie Knope,Good afternoon.
114,Leslie Knope,We are representatives from your local government.
115,Leslie Knope,May we speak with you for a moment about the Sullivan Street pit?
116,Extra,Sure.
117,Leslie Knope,Excellent!
118,Leslie Knope,Positive response.
119,Leslie Knope,How would you feel if we turned that pit into a beautiful community park?
120,Extra,Oh.
121,Extra,Yeah.
122,Extra,That'd be a great idea.
123,Ann Perkins,Oh.
124,Ann Perkins,Good.
125,Ann Perkins,I actually live in the neighborhood So I could probably tell you a little bit about--
126,Leslie Knope,That's-- Go to section three.
127,Ann Perkins,Okay.
128,Ann Perkins,"Um, We are having a public forum tomorrow night."
129,Ann Perkins,"And it would be great if you could come, voice your strong support."
130,Extra,Tomorrow?
131,Extra,I can't.
132,Extra,I'm busy.
133,Extra,Sorry.
134,Leslie Knope,Oh.
135,Leslie Knope,"Yes, we understand that people are busy, but we would love for you to come to the meeting and to‰€_"
136,Extra,Sorry.
137,Extra,"Good luck, though."
138,Extra,I'm all for a park.
139,Ann Perkins,Would it change your mind if we told you that--
140,Leslie Knope,She's gone.
141,Extra,"Yeah, a park, huh?"
142,Extra,That sounds like a really good idea.
143,Mark Brendanawicz,Great.
144,Mark Brendanawicz,Would you be willing to come to a town meeting and show your support?
145,Extra,Absolutely.
146,Extra,"Now, is this park gonna have a playground or, you know, maybe a pool for the kids?"
147,Mark Brendanawicz,"Oh, how old are your kids?"
148,Extra,No kids.
149,Tom Haverford,Uh-oh.
150,April Ludgate,I'm gonna put him down as a yes.
151,Mark Brendanawicz,Don't do that.
152,Extra,"Also, is the park gonna be at least 1,000 feet from my house?"
153,Extra,"Because, you know, I really can't move again."
154,Mark Brendanawicz,"April, please stand behind me."
155,Mark Brendanawicz,That's it.
156,Mark Brendanawicz,That's all.
157,Mark Brendanawicz,That's all we've got.
158,Extra,No flier?
159,Mark Brendanawicz,Nope.
160,Extra,Okay.
161,Extra,Thank you.
162,Mark Brendanawicz,"Wow, man."
163,Mark Brendanawicz,This is great.
164,Mark Brendanawicz,This is so great.
165,Mark Brendanawicz,I love canvassing.
166,Mark Brendanawicz,What a great way to spend my time.
167,Tom Haverford,"All right, Team Haverford."
168,Tom Haverford,"You guys are awesome, but I think I might work better as a solo artist."
169,Tom Haverford,"So, I'm gonna head out."
170,Tom Haverford,Peace.
171,April Ludgate,He runs weird.
172,Mark Brendanawicz,He really does.
173,Extra,It's a good idea.
174,Extra,But I'm just not sure.
175,Ann Perkins,Okay.
176,Ann Perkins,Which part are you not sure about?
177,Extra,Turning the pit into a park.
178,Ann Perkins,That's kind of the whole thing.
179,Extra,"Well, look, I think this is a great idea, but I can't make any forum."
180,Extra,I would have to get a babysitter.
181,Leslie Knope,How old are your kids?
182,Extra,Four and two.
183,Leslie Knope,Could the 4 year old watch the 2 year old?
184,Ann Perkins,Okay.
185,Tom Haverford,Mickey!
186,Tom Haverford,"What's up, buddy?"
187,Tom Haverford,How's my number one sod man doing?
188,Tom Haverford,"Look, here's the one, two, three of the situation."
189,Tom Haverford,"One, we're building a new park, two, I'm on the committee, three, you're putting in the sod."
190,Tom Haverford,"And who knows, you know?"
191,Tom Haverford,"Maybe, down the line, a situation will arise where you could hook me up."
192,Tom Haverford,"Are you gonna commit to coming to this meeting tomorrow, or are you gonna be a bitch?"
193,Tom Haverford,"Yes, you do owe me."
194,Tom Haverford,Tom Haverford.
195,Leslie Knope,Okay.
196,Leslie Knope,"Keep going, keep moving."
197,Leslie Knope,Nose to the grindstone.
198,Leslie Knope,No means yes.
199,Ann Perkins,"Can we stop, please?"
200,Ann Perkins,"Because it's really hot, and I'm tired."
201,Leslie Knope,"Yeah, I'm hot, too."
202,Leslie Knope,Let's blow on each other's faces.
203,Leslie Knope,Or we could drink some water.
204,Ann Perkins,"Yeah, let's do that."
205,Ann Perkins,My house is really close by.
206,Ann Perkins,Let's just go take a break for an hour or so.
207,Leslie Knope,"Okay, okay."
208,Leslie Knope,"Look, I didn't want it to have to come to this, but, Ann, please open the sealed envelope that's in your binder."
209,Leslie Knope,This is a little something I learned from Karl Rove.
210,Leslie Knope,"If you want to guarantee the results of a survey, you design the question to give you the answer that you want."
211,Ann Perkins,"""Wouldn't you rather have a park than a storage facility for nuclear waste?"""
212,Ann Perkins,That seems iffy.
213,Leslie Knope,"Yeah, don't worry about it, I made it all up."
214,Ann Perkins,"Yeah, that's what I mean."
215,Leslie Knope,"Wouldn't you agree, like most decent Americans, that it would be a good idea to turn the abandoned lot on Sullivan Street into a beautiful community park?"
216,Extra,Oh.
217,Extra,"Actually, no."
218,Extra,I'm not really a fan of parks.
219,Extra,"Very noisy, barbecue smell all the time."
220,Leslie Knope,Would you change your mind if I told you that nine out of 10 meth users said the same exact thing?
221,Extra,What?
222,Extra,How would you even know that?
223,Leslie Knope,Survey.
224,Leslie Knope,We surveyed crystal meth users.
225,Ann Perkins,We're actually having a little town meeting tomorrow night if you wanted to just--
226,Extra,"Look, I know it sounds weird, but I just don't like living near parks."
227,Extra,"So if you have a flier or something, I'd be happy to take it."
228,Extra,Thank you.
229,Extra,Okay.
230,Leslie Knope,You don't care about your kids if you don't support this park!
231,Extra,Excuse me?
232,Leslie Knope,"It's-- What I mean is, kids love parks and you should, too."
233,Extra,"So, if I don't support your little project, then I don't love my daughter?"
234,Leslie Knope,I didn't--
235,Extra,"What time is this thing, anyway?"
236,Leslie Knope,"Oh, it's next month, forget about it."
237,Extra,"Oh, it's tomorrow night."
238,Extra,I'll be there.
239,Leslie Knope,Great.
240,Extra,Okay.
241,Extra,Come on.
242,Leslie Knope,We got one.
243,Extra,Come on.
244,Tom Haverford,Am I talking to the two sexiest thighs in landscaping?
245,Tom Haverford,"Yes, I am, 'cause I'm talking to Marcy."
246,Tom Haverford,How's it going?
247,Tom Haverford,Tom Haverford.
248,Tom Haverford,"Kevin, your sandboxes are the best."
249,Tom Haverford,That's why I want you involved!
250,Tom Haverford,I just want the best monkey bars I can get in my park.
251,Tom Haverford,I don't mind hooking you up.
252,Tom Haverford,"Maybe, down the line, there'll be a situation where you can hook me up."
253,Leslie Knope,"Thank you for your time, sir."
254,Leslie Knope,"Hmm, he said some upsetting things."
255,Ann Perkins,I can't believe you gave him your home phone number.
256,Leslie Knope,"Well, I'm a public servant."
257,Leslie Knope,I need to be accessible.
258,Ann Perkins,What the hell is wrong with people?
259,Ann Perkins,I should show them Andy's medical bills.
260,Ann Perkins,Maybe they'd have a little sympathy.
261,Leslie Knope,"Oh, my God."
262,Leslie Knope,Ann!
263,Leslie Knope,Game changer.
264,Leslie Knope,You just busted the game wide open.
265,Ann Perkins,How?
266,Leslie Knope,Andy.
267,Leslie Knope,We need Andy.
268,Leslie Knope,He's our symbol.
269,Leslie Knope,We'll wheel him around the neighborhood to get sympathy.
270,Leslie Knope,He's a cute FDR.
271,Ann Perkins,Yeah!
272,Leslie Knope,Yeah!
273,Paul,"Ron, you got a minute?"
274,Ron Swanson,"Uh, sure, Paul."
275,Ron Swanson,What can I do for you?
276,Paul,The Sullivan Street Park project.
277,Paul,"You fast-tracked it, right?"
278,Ron Swanson,"Yeah, absolutely."
279,Ron Swanson,We have a public forum tomorrow.
280,Paul,Okay.
281,Paul,Great.
282,Paul,I'll be there.
283,Ron Swanson,Great.
284,Ron Swanson,Mmm.
285,Ron Swanson,"""Hey! You fast-tracked that, right?"""
286,Paul,I'm sorry?
287,Paul,Did you say something?
288,Ron Swanson,Nope.
289,Paul,You didn't say anything to me?
290,Ron Swanson,Nope.
291,Ron Swanson,There's a new wind blowing in government and I don't like it.
292,Ron Swanson,"All of a sudden, there's all this federal money coming in, and Paul, the city manager, is telling us to build parks and start new community programs."
293,Ron Swanson,It's horrifying.
294,Leslie Knope,"Do you have, like, a nurse's costume?"
295,Ann Perkins,Costume?
296,Ann Perkins,"You mean, like, scrubs?"
297,Leslie Knope,"Yeah, put those on."
298,Ann Perkins,Okay.
299,Andy Dwyer,"Please tell me, Please tell me why, My car is in the front yard, Bass!"
300,Andy Dwyer,Come on.
301,Andy Dwyer,And I'm sleeping with my clothes on I came in through the window last night
302,Mark Brendanawicz,It can be tricky dealing
303,Leslie Knope,Don't-- Why do I want to build this park so bad?
304,Leslie Knope,Maybe because a pit filled with garbage isn't the best that we can do in America.
305,Leslie Knope,"You know, in Russia, they could pretend that pit was a park, bring their kids down there."
306,Leslie Knope,"""Hey, Vlad! Look at these rocks! Let's pretend they're potatoes!"""
307,Leslie Knope,"""Nikolai! Do you want to swim in the dirt?"""
308,Leslie Knope,But not here.
309,Leslie Knope,Okay?
310,Leslie Knope,'Cause we're a nation of dreamers.
311,Leslie Knope,And it is my dream to build a park.
312,Leslie Knope,That I one day visit with my White House staff on my birthday.
313,Leslie Knope,"And they say, ""President Knope, this park is awesome."""
314,Leslie Knope,"""Now we understand why you are the first female President of the United States."""
315,Ron Swanson,"Leslie Knope, builder of parks."
316,Ron Swanson,How was canvassing?
317,Leslie Knope,"Canvassing was okay, but I think we're gonna have to postpone the town meeting."
318,Ron Swanson,Postpone?
319,Leslie Knope,Only for 1 to 90 days.
320,Ron Swanson,No.
321,Ron Swanson,You're doing this meeting.
322,Ron Swanson,You have my full support.
323,Ron Swanson,"I was talking to the city manager, exchanging ideas."
324,Ron Swanson,"Um, there's a mutual respect there."
325,Ron Swanson,"And together, we have decided to fast-track your project."
326,Leslie Knope,City manager?
327,Leslie Knope,Wow.
328,Leslie Knope,Really?
329,Leslie Knope,I have to cancel this meeting.
330,Leslie Knope,Fast-track?
331,Leslie Knope,Did my name come up at all?
332,Leslie Knope,"Oh, this meeting needs to be canceled."
333,Ron Swanson,"No, it's happening."
334,Ron Swanson,"Look, just do a good job tomorrow."
335,Ron Swanson,Okay?
336,Ron Swanson,We have to push this thing through.
337,Leslie Knope,Of course.
338,Leslie Knope,Of course.
339,Leslie Knope,I'll push anything through anything.
340,Leslie Knope,You know me.
341,Ron Swanson,Are you sweating through your suit?
342,Leslie Knope,I doubt it.
343,Leslie Knope,It's a very breathable fabric--
344,Leslie Knope,"Oh, yeah."
345,Leslie Knope,I am.
346,Tom Haverford,"Jerry, what's up, man?"
347,Tom Haverford,"Hey, you're into pretzels, right?"
348,Tom Haverford,Bam!
349,Tom Haverford,"Hit them up, man."
350,Tom Haverford,Thanks for coming down.
351,Tom Haverford,I got a seat taped off for you over there.
352,Tom Haverford,"My top priority with this park, getting your fences in there."
353,Tom Haverford,I drove by one of your fences the other day.
354,Tom Haverford,"I was like, ""Man, that fence looks awesome."""
355,Tom Haverford,"I was like, of course, Roy's."
356,Tom Haverford,"If you're into chocolate muffins, grab as many you want."
357,Tom Haverford,Some people may say that bringing in these contractors this early is jumping the gun a little bit.
358,Tom Haverford,"Well, guess what?"
359,Tom Haverford,"Here's the gun, here's me."
360,Tom Haverford,Boom!
361,Tom Haverford,Victor Miles.
362,Tom Haverford,Tom Haverford.
363,Tom Haverford,How are you?
364,Tom Haverford,Thank you so much for coming down.
365,Tom Haverford,I want to introduce you to Leslie.
366,Tom Haverford,Victor Miles.
367,Leslie Knope,Hi.
368,Tom Haverford,He's a gentleman I met canvassing.
369,Tom Haverford,He also happens to be the top sod guy in Indiana.
370,Leslie Knope,That's terrific.
371,Paul,"Hey, Leslie."
372,Paul,Hey.
373,Paul,I really want you to nail this.
374,Tom Haverford,Don from Don's Cement.
375,Tom Haverford,Tom Haverford.
376,Tom Haverford,Good to see you.
377,Tom Haverford,I was thinking of a jingle for your company.
378,Tom Haverford,How's this?
379,Tom Haverford,Don's cement It's the best you can get Don's
380,Leslie Knope,I'm so glad you're here.
381,Ann Perkins,Yeah.
382,Ann Perkins,"Andy came, too, to give his support."
383,Andy Dwyer,"I have a lot of stage experience, so‰€_"
384,Ann Perkins,"This will be fine, right?"
385,Andy Dwyer,It's a park for God's sakes.
386,Andy Dwyer,How much can they hate a park?
387,Ann Perkins,A lot of them seemed to hate a park yesterday.
388,Leslie Knope,April.
389,Leslie Knope,"April, I need you in the audience."
390,April Ludgate,Okay.
391,Leslie Knope,"Wait, and if the questions start getting negative, I'm gonna call on you."
392,Leslie Knope,And I need you to sell the crap out of the park.
393,Leslie Knope,Can you do that?
394,April Ludgate,Why?
395,Leslie Knope,"Please, April!"
396,Leslie Knope,This is serious!
397,Leslie Knope,Can you do that?
398,April Ludgate,Probably.
399,Leslie Knope,"Good girl, good girl, good ""probably."""
400,Leslie Knope,Good girl.
401,Leslie Knope,"Okay, here we go."
402,Leslie Knope,"Line up, everybody."
403,Leslie Knope,My mom's here.
404,Leslie Knope,My mom's here.
405,Leslie Knope,My mom's here.
406,Leslie Knope,No.
407,Leslie Knope,I can't do that.
408,Leslie Knope,That's illegal.
409,Leslie Knope,Thank you so much for coming out tonight.
410,Leslie Knope,This is our first town meeting about the proposal to turn Lot 48 on Sullivan Street into a community park.
411,Leslie Knope,Yeah!
412,Marlene Griggs-Knope,This is gonna be a train wreck.
413,Marlene Griggs-Knope,"I want my daughter to be successful, which is why I always tell her, ""There's nothing wrong with being a wife and mother."""
414,Leslie Knope,"Now, there are many people that I spoke to who are passionately in support of this idea."
415,Leslie Knope,"None of them were able to make it tonight, unfortunately."
416,Leslie Knope,But they totally exist.
417,Leslie Knope,I did not make them up.
418,Leslie Knope,"Oh, I see a question."
419,Leslie Knope,Okay.
420,Leslie Knope,"No, no."
421,Leslie Knope,No.
422,Leslie Knope,No questions right now.
423,Kate Spivack,My name is Kate Spivack.
424,Leslie Knope,Mmmhmm.
425,Leslie Knope,I remember you.
426,Kate Spivack,And I live in the neighborhood.
427,Kate Spivack,And I am 100% against this park.
428,Kate Spivack,"I cannot believe the department is moving forward with a project without a single environmental impact study, and if you guys agree with me, let's take a stand."
429,Leslie Knope,Okay.
430,Leslie Knope,"We are a little ahead of schedule, because we're holding this town hall meeting so soon, which I was warned about by Mark Brendanawicz, our city planner assigned to this project."
431,Leslie Knope,"Uh... So, what would he say?"
432,Leslie Knope,Here we are.
433,Mark Brendanawicz,"Leslie, should I give them some background info on the site?"
434,Leslie Knope,Absolutely.
435,Leslie Knope,Okay.
436,Leslie Knope,Mark Brendanawicz knows the answer to every question.
437,Leslie Knope,He's amazing and congratulations for hearing him speak.
438,Mark Brendanawicz,Hi there.
439,Mark Brendanawicz,Leslie might have oversold me a little bit.
440,Leslie Knope,Certainly did not.
441,Leslie Knope,He's the man.
442,Leslie Knope,He's capable of anything.
443,Leslie Knope,Okay.
444,Mark Brendanawicz,Lot 48 is It's a rectangular lot.
445,Mark Brendanawicz,It's got excellent drainage.
446,Mark Brendanawicz,And it's on the corner of Sullivan and Collins.
447,Mark Brendanawicz,Any questions?
448,Lawrence,I have more of a comment than a question.
449,Mark Brendanawicz,Go for it.
450,Lawrence,It's for the guy in the casts.
451,Andy Dwyer,"Here we go, Lawrence."
452,Leslie Knope,Yes.
453,Leslie Knope,Yes.
454,Leslie Knope,Yes.
455,Leslie Knope,That is Andy Dwyer.
456,Leslie Knope,He is a local resident and he tragically fell in the pit.
457,Lawrence,"Uh, yeah."
458,Lawrence,I don't care about any of that.
459,Lawrence,He's the guy that plays music all night in his garage.
460,Lawrence,It's driving me nuts.
461,Andy Dwyer,Lawrence lives with his grandma.
462,Andy Dwyer,Which is pretty awesome.
463,Andy Dwyer,"He takes care of her, I guess."
464,Andy Dwyer,"But whatever, he's a douchebag."
465,Lawrence,"It's loud, it's abusive, and it's waking up my birds."
466,Andy Dwyer,"You have birds, now?"
467,Lawrence,"Yeah, I have birds."
468,Lawrence,"I have nice, pretty, expensive birds, and you play that music, and it wakes them up."
469,Andy Dwyer,"Look, I don't work for the government, okay? Uh, I do play rock and roll."
470,Andy Dwyer,Guilty as charged.
471,Andy Dwyer,I'm in a band.
472,Andy Dwyer,It's called Just the Tip.
473,Andy Dwyer,"And actually, if anyone here plays bass, we need a bassist."
474,Leslie Knope,Yes.
475,Leslie Knope,"Okay, let's take a five-minute break, shall we?"
476,Ron Swanson,Uh.
477,Ron Swanson,It is not going well at all.
478,Leslie Knope,Mmm-hmm.
479,Ron Swanson,It's going very poorly.
480,Ron Swanson,Okay?
481,Leslie Knope,Mmm-hmm.
482,Ron Swanson,"Like, you're crashing and burning."
483,Leslie Knope,Democracy's happening.
484,Leslie Knope,People are talking.
485,Leslie Knope,"I mean, at least they aren't apathetic, right?"
486,Ron Swanson,You're right about that.
487,Ron Swanson,They're deeply negative.
488,Ron Swanson,"You need to put a happy face on this, give me a few positive talking points, and whatever you do, avoid a vote."
489,Tom Haverford,I'm oddly attracted to Kate Spivack.
490,Leslie Knope,"Before we continue, I'd love to just give you a little history of Pawnee."
491,Leslie Knope,"The City of Pawnee was incorporated in 1817, when a young man by the name of Reverend Luther Howell came from Terre Haute on an ox."
492,Leslie Knope,"He planted his flag in the ground and was met soon after by an angry tribe of Wamapoke Indians, who, when seeing the whiteness of his skin, twisted him to death."
493,Leslie Knope,Flash forward to 1969.
494,Leslie Knope,Man walks on the moon.
495,Leslie Knope,Pawnee is lousy with hippies--
496,Paul,"My, God."
497,Paul,She's filibustering her own meeting.
498,Leslie Knope,Filibuster! Boom! They can't touch you if you talk forever.
499,Leslie Knope,"I can't speak of the future, but I will."
500,Leslie Knope,"The future of Pawnee will involve us flying around in space taxis, where we will communicate on watches, and blink our feelings to each other, rather than use words."
501,Leslie Knope,"And now, I'd like to take a magical journey through a little something I like to call The Phantom Tollbooth, by Norton Juster."
502,Kate Spivack,Excuse me? Can't you read that children's book on your own time?
503,Leslie Knope,"I have the floor! ""There once was a boy named Milo, who didn't know what to do with himself, not just sometimes, but"""
504,Kate Spivack,"Okay, all right."
505,Kate Spivack,"You know what? This is a public forum, which means that we all get to tell you what we think."
506,Leslie Knope,"Well, you did already talk, ma'am."
507,Leslie Knope,And I would love to listen to someone else.
508,Leslie Knope,Someone I don't know.
509,Leslie Knope,Uh That girl over there with the long brown hair and the yellow top.
510,Leslie Knope,Could you tell us how you feel about this park? Go ahead.
511,April Ludgate,Hi.
512,April Ludgate,"Uh, I'm a youth in the community and I think a new park is a great idea."
513,April Ludgate,"And I fully support it, as would the rest of the youth in the community."
514,Lawrence,Hey! I recognize her.
515,Lawrence,That kid came to my door yesterday.
516,Kate Spivack,"Oh, my God! Okay, they have planted people in this audience."
517,Kate Spivack,Unbelievable! You know what? We all agree that this park is a bad idea.
518,Kate Spivack,We should just take a vote.
519,Kate Spivack,Right? Yeah.
520,Leslie Knope,"Okay, we will take a vote."
521,Leslie Knope,"Before we do that, I want everyone up, lined up behind that microphone, and I want to hear from all of you."
522,Leslie Knope,One by one.
523,Ann Perkins,That was brutal.
524,Ann Perkins,"A couple of weeks ago, I was yelling at Leslie at a public forum."
525,Ann Perkins,"God, I hope I wasn't as obnoxious as those people."
526,Ann Perkins,"I wasn't, right?"
527,Extra,"At 5:00 in the morning, every morning, beep, beep, beep! I don't want to hear that."
528,Extra,"Now, how long is this project gonna take? That's what I want to know."
529,Extra,That's what's important to me.
530,Extra,Because I need my sleep.
531,Extra,I put some
532,Leslie Knope,"Thank you, ma'am."
533,Leslie Knope,"Thank you, ma'am."
534,Leslie Knope,That concludes our meeting.
535,Kate Spivack,What about the vote?
536,Leslie Knope,We're out of time.
537,Leslie Knope,It's 9 o' clock.
538,Leslie Knope,"But we will have many public forums in the future, and we hope to see you all there."
539,Leslie Knope,Thank you so much for coming.
540,Leslie Knope,It was tough.
541,Leslie Knope,"But, you know, that's Pawnee."
542,Leslie Knope,That's democracy.
543,Leslie Knope,There are a lot of people here that want this park.
544,Leslie Knope,You just gotta get past the negative people.
545,Leslie Knope,But guess what? My subcommittee held its first town hall meeting tonight.
546,Leslie Knope,"God, I loved it! I loved every minute of it."
547,Lawrence,"Hey, park lady."
548,Leslie Knope,Yeah?
549,Lawrence,You suck.
550,Leslie Knope,"Hear that? He called me ""park lady."""
551,Tom Haverford,"You know, normally, I don't agree with Leslie about anything, but this book is awesome."
