283,Mark Brendanawicz,Maybe take one of those Ativans I saw in the medicine cabinet.
284,Ann Perkins,Dude!
285,Mark Brendanawicz,"Yeah, I peeked."
286,Mark Brendanawicz,I also didn't see any toothpaste.
287,Mark Brendanawicz,Do you not use toothpaste?
288,Ann Perkins,"I mean, I always knew he was lazy, but this is, like, a new low for him."
289,Mark Brendanawicz,I feel like we should invite him inside.
290,Mark Brendanawicz,Have you not been listening to anything I just said?
291,Mark Brendanawicz,"I don't know, it's just It's raining outside, and he's living in a pit, you know?"
292,Announcer,"Okay, folks, just a couple more contestants, and then the judges will decide our next Miss Pawnee, a winner of 600 dollars in gift certificates to Big Archie's Sporting Goods and Emerson Fencing Compa..."
293,April Ludgate,What?
294,April Ludgate,We don't get cash?
295,April Ludgate,This is for a fence?
296,Announcer,"Well, it won't cover a whole fence."
297,Announcer,But it will defray the cost considerably!
298,April Ludgate,"Oh, my God."
299,April Ludgate,I quit.
300,April Ludgate,I quit.
301,Announcer,"Okay, I guess she really is quitting."
302,April Ludgate,"No, I didn't win."
303,April Ludgate,But at least I didn't make any new friendships.
304,Tom Haverford,"So, how long do we have to pretend to deliberate until we go back out there?"
305,Leslie Knope,What do you mean?
306,Tom Haverford,We're all in agreement.
307,Tom Haverford,"The hot one, by a landslide."
308,Leslie Knope,"Well, her name is Trish."
309,Leslie Knope,"And I don't think we should rush this, you know?"
310,Jessica Wicks,What is there to talk about?
311,Jessica Wicks,"I mean, I thought Trish was just adorable."
312,Leslie Knope,"Well, take Susan, for example."
313,Leslie Knope,I think--
314,Tom Haverford,Susan Boring Stories?
315,Tom Haverford,No.
316,Tom Haverford,It's Trish.
317,Tom Haverford,Let's go back out there.
318,Leslie Knope,"Okay, hold on, everyone."
319,Leslie Knope,Hold on.
320,Leslie Knope,"Everyone, wait, wait, wait."
321,Leslie Knope,"Look, whoever we choose is going to represent the ideal woman for a year."
322,Leslie Knope,She'll be someone that little girls in South Central Indiana look up to.
323,Leslie Knope,"Now, nobody leaves this room until we discuss all of it."
324,Leslie Knope,Okay?
325,Leslie Knope,Consider yourselves sequestered.
326,Leslie Knope,"I'm a judge, so I don't want to sound partial."
327,Leslie Knope,But Trish will win this pageant over my dead body.
328,Jessica Wicks,"Look, I am the only one here who has entered and won this contest in the past."
329,Jessica Wicks,And I think Trish is a no-brainer.
330,Leslie Knope,"Jessica, may I ask, what was your talent?"
331,Jessica Wicks,"Oh, I packed a suitcase."
332,Ray Holstead,"I have to say, Leslie does make a good point."
333,Ray Holstead,Trish is not the brightest bulb in the bunch.
334,Leslie Knope,"Yes, Ray."
335,Leslie Knope,"Good, I like what you're saying."
336,Leslie Knope,Let's keep talking.
337,Ann Perkins,Just stand over there and don't drip on anything.
338,Andy Dwyer,"Is Mark the guy who's ""fixing your shower""?"
339,Andy Dwyer,"I don't know about you, Mark, but I've seen a ton of porn."
340,Andy Dwyer,"And I know what ""fixing your shower"" means."
341,Ann Perkins,Andy‰€_
342,Andy Dwyer,"Sorry, you guys are on a date."
343,Andy Dwyer,That's cool.
344,Ann Perkins,Andy?
345,Andy Dwyer,"No, it's all right."
346,Andy Dwyer,Don't let me interrupt your date.
347,Ann Perkins,Keep eating.
348,Andy Dwyer,I already ate.
349,Andy Dwyer,I'm super full.
350,Andy Dwyer,I don't I don't want any.
351,Leslie Knope,"Okay, so, it's still 3- 2 for Trish."
352,Leslie Knope,"Guys, all I ask is that you look into your hearts, and think, really think, about what you've seen and ask yourselves, ""Who is the most impressive woman here tonight?"""
353,Announcer,It's the hot one.
354,Announcer,Trish lanetta!
355,Mark Brendanawicz,These are amazing.
356,Mark Brendanawicz,Do you... Do you put a little hot sauce on these or something?
357,Ann Perkins,A good chef never reveals her secrets.
358,Andy Dwyer,It's hot sauce.
359,Andy Dwyer,Ann is an extraordinary cook.
360,Andy Dwyer,Mmm.
361,Andy Dwyer,Memories.
362,Ann Perkins,Do you want some more? Are you hungry still?
363,Andy Dwyer,"You know what's funny? I was just sitting over here on the couch and I was thinking, that there was once a time when Mark used to be the stranger in the house."
364,Andy Dwyer,And now it's me.
365,Leslie Knope,"Excuse me, everyone."
366,Leslie Knope,Why don't we just take a moment to give a round of applause to all the contestants this evening?
367,Leslie Knope,Yes.
368,Leslie Knope,Especially Susan.
369,Leslie Knope,"This isn't the first time that Susans have lost to Trishes, and it won't be the last."
370,Leslie Knope,"Susan and I will continue on until the women of Pawnee are judged not by the flatness of their tummies, but by the contents of their brains."
371,Leslie Knope,"And, Trish, I may not have voted for you, but now is the time for us to come together."
372,Leslie Knope,"I hope you honor this crown with dignity, and a devotion to all--"
373,Trish Ianetta,"One, two, three!"
374,Jessica Wicks,"One, two, three!"
375,Andy Dwyer,"As usual, Ann, a delicious meal."
376,Andy Dwyer,Are we doing anything in the way of dessert or coffee?
377,Ann Perkins,We are leaving.
378,Andy Dwyer,"Okay, I get it."
379,Andy Dwyer,Don't worry.
380,Andy Dwyer,I'm very good at picking up signals.
381,Andy Dwyer,"Let's go, Mark."
382,Ann Perkins,"No, dummy."
383,Ann Perkins,Just you.
384,Andy Dwyer,Okay.
385,Andy Dwyer,All right.
386,Ann Perkins,Take care of yourself.
387,Andy Dwyer,"Just don't worry about me, Ann."
388,Andy Dwyer,Okay? I'll be fine.
389,Andy Dwyer,"That went really well! We had dinner! I got to see her! Oh, God, I was so tempted to look back at her."
390,Andy Dwyer,Was she looking? I had to walk so slow.
391,Andy Dwyer,A good day.
392,Tom Haverford,"Well, well, well, look who's here."
393,Tom Haverford,It's Officer John McClane.
394,Tom Haverford,"Welcome to the party, pal."
395,Dave Sanderson,Who's that?
396,Tom Haverford,Die Hard.
397,Dave Sanderson,The battery?
398,Leslie Knope,Hey.
399,Leslie Knope,What are you doing here?
400,Dave Sanderson,"Well, you know the other day I asked you if you wanted to have coffee?"
401,Leslie Knope,Yeah.
402,Dave Sanderson,You said yes.
403,Leslie Knope,Yes.
404,Dave Sanderson,"Okay, and then afterwards, I saw you again, you kind of acted like you didn't want to have coffee anymore."
405,Dave Sanderson,We left it kind of open-ended.
406,Leslie Knope,We did.
407,Dave Sanderson,And that's made me uncomfortable.
408,Leslie Knope,Okay.
409,Dave Sanderson,"So I thought I'd come in and ask you, and just get some clearance on this."
410,Leslie Knope,"Dave, I like you."
411,Dave Sanderson,"I like you, too."
412,Dave Sanderson,"Okay, so, we'll get coffee, then."
413,Leslie Knope,But I'm just busy.
414,Leslie Knope,"Right now, my schedule is just so full."
415,Dave Sanderson,Okay.
416,Dave Sanderson,"Okay, I get it."
417,Dave Sanderson,"Look, I'm not a guy who plays games."
418,Dave Sanderson,"Okay, I just came to tell you that I like you, and I like coffee and I If you want to get some coffee, here's my number."
419,Dave Sanderson,"Hey, coming through, buddy."
420,Dave Sanderson,Hey.
421,Dave Sanderson,I got your message.
422,Leslie Knope,Hey.
423,Leslie Knope,Thanks for coming.
424,Leslie Knope,"Look, I'd love to go out with you."
425,Leslie Knope,How about Friday for dinner?
426,Dave Sanderson,Yeah?
427,Dave Sanderson,Great.
428,Dave Sanderson,"Hey, will Sandra Day O'Connor and Michelle Obama and Condoleezza Rice and Nancy Pelosi, are they gonna join us?"
429,Leslie Knope,"No, they will not be joining us."
430,Dave Sanderson,"Okay, well, good, 'cause I don't happen to agree with Miss Pelosi's views about the Troubled Assets Relief Program."
431,Leslie Knope,Hmm.
432,Dave Sanderson,I looked that up to impress you.
433,Leslie Knope,I figured.
434,Dave Sanderson,Yeah.
435,Tom Haverford,"If you guys like grilling, you want to come over and use my grill--"
436,Tom Haverford,"Look, let me do you a favor."
437,Tom Haverford,Take a key.
438,Tom Haverford,"Just come by, grill up whatever you want."
439,Tom Haverford,This is one of my favorite pick-up strategies.
440,Tom Haverford,I'm constantly giving one of my keys.
441,Trish Ianetta,This is your house key?
442,Tom Haverford,Yeah.
443,Tom Haverford,I just happened to have a spare.
444,Tom Haverford,"Just come by, go for a dip, whenever you want."
445,Tom Haverford,"So far, none of them have shown up."
446,Ann Perkins,"That's a very appealing offer, thank you."
447,Tom Haverford,Matter of time.
448,Tom Haverford,"Hey, Craig."
449,Craig,"Hey, Tommy."
450,Tom Haverford,"Fifty more copies, please."
451,Craig,You got it.
452,Tom Haverford,I have been robbed twice.
