160,Leslie Knope,"No, parks are not a priority."
161,Leslie Knope,I need more firepower.
162,Leslie Knope,I need bigger guns.
163,Leslie Knope,You know what I need to do?
164,Leslie Knope,Form a committee.
165,Leslie Knope,Right?
166,Tom Haverford,"Yeah, that could work."
167,Leslie Knope,"Yeah, 'cause committees are power, and committees make things happen."
168,Leslie Knope,Committees are the lifeblood of our democratic system.
169,Leslie Knope,That's really good.
170,Leslie Knope,Write that down.
171,Tom Haverford,Yep.
172,Leslie Knope,"From time to time, when I think of an eloquent saying or a phrase, I have Tom write it down."
173,Leslie Knope,He's collecting them for my memoirs.
174,Tom Haverford,Here's Leslie's quote from Wednesday.
175,Leslie Knope,"Okay, read it back to me."
176,Tom Haverford,"Um ""Committees cover our democracy with blood."""
177,Leslie Knope,Hmm.
178,Leslie Knope,Sounded better when I said it.
179,Leslie Knope,"It's still good, though."
180,Leslie Knope,"Okay, I have an idea."
181,Leslie Knope,What about bringing Mark on board?
182,Tom Haverford,Which Mark?
183,Leslie Knope,Which Mark?
184,Leslie Knope,Mark Brendanawicz.
185,Leslie Knope,Which Mark?
186,Leslie Knope,"Well, if you want something done in this town, you call Mark Brendanawicz because, you know, he's a city planner, but he's more than that."
187,Leslie Knope,He's kind of like a fixer.
188,Leslie Knope,He fixes things.
189,Leslie Knope,"He's a smart, capable guy."
190,Leslie Knope,He just-- He knows where the bodies are buried.
191,Leslie Knope,"What's up, Brendanawicz?"
192,Leslie Knope,You crazy old Polish person.
193,Leslie Knope,"City Hall is like a locker room, and you gotta get in there, and you gotta snap towels at people, and you gotta give them the business, and if you can't take it, you know, you... Then you can't take i..."
194,Leslie Knope,You gotta leave the locker room.
195,Leslie Knope,Let's get down to brass tacks.
196,Leslie Knope,I know you don't have a lot of time and I want to thank you for meeting me today.
197,Mark Brendanawicz,I just work right there.
198,Leslie Knope,"Well, thank you for clearing your schedule."
199,Mark Brendanawicz,I didn't clear anything.
200,Leslie Knope,"You know this lot that I'm talking about, right?"
201,Mark Brendanawicz,"Yeah, Lot 48."
202,Mark Brendanawicz,Condo developer.
203,Mark Brendanawicz,"He dug a basement, and then he went bankrupt."
204,Mark Brendanawicz,I checked it out like a month ago.
205,Mark Brendanawicz,It's pretty gross.
206,Leslie Knope,What would you say if I told you that I was thinking about turning it into a park?
207,Mark Brendanawicz,"A park, huh?"
208,Mark Brendanawicz,Okay.
209,Mark Brendanawicz,"Well, when I think about the logistics, the various hoops that you're gonna have to jump through, I would say, is it likely?"
210,Mark Brendanawicz,"No, it's not likely, you know."
211,Mark Brendanawicz,"But, is it possible?"
212,Mark Brendanawicz,No.
213,Mark Brendanawicz,It's not possible.
214,Mark Brendanawicz,I would give up on that one.
215,Leslie Knope,What?
216,Leslie Knope,Why?
217,Mark Brendanawicz,Why?
218,Mark Brendanawicz,I don't know.
219,Mark Brendanawicz,There's like a million reasons why.
220,Mark Brendanawicz,"Homeowners' associations, anti-government nuts, bureaucrats, miles of red tape--"
221,Leslie Knope,Really?
222,Leslie Knope,It sounds like you're telling me to go for it.
223,Mark Brendanawicz,There's no way it can happen.
224,Leslie Knope,I can do this.
225,Leslie Knope,I just need a little help.
226,Leslie Knope,"Could you do me a favor, for old times' sake?"
227,Leslie Knope,Mark and I-- It's complicated.
228,Leslie Knope,"When you work closely with someone and you share similar interests and you have a similar world view and you're passionate about the same things, things can happen."
229,Leslie Knope,We slept together.
230,Mark Brendanawicz,Leslie?
231,Mark Brendanawicz,No.
232,Mark Brendanawicz,"Oh, my God."
233,Mark Brendanawicz,You know what?
234,Mark Brendanawicz,"Yeah, we did, like, five years ago."
235,Mark Brendanawicz,"I sort of-- No, but yeah."
236,Mark Brendanawicz,"Yeah, we did."
237,Ann Perkins,"Honey, can you straighten up your area a little bit?"
238,Ann Perkins,'Cause they're gonna be here soon.
239,Ann Perkins,Can-- Thanks.
240,Ann Perkins,"That parks lady is coming over, and we're gonna go take a look at the pit."
241,Ann Perkins,I think it's probably just a photo op for her.
242,Ann Perkins,"I mean, I don't think anybody in government actually cares about--"
243,Andy Dwyer,"Honey, do you mind doing that somewhere else?"
244,Andy Dwyer,I'm trying to watch TV.
245,Ann Perkins,I'm talking about the pit you fell in.
246,Leslie Knope,It's Ms. Perkins' house.
247,Andy Dwyer,Doorbell!
248,Ann Perkins,"Yeah, I heard it."
249,Andy Dwyer,Doorbell!
250,Ann Perkins,I heard it.
251,Ann Perkins,I'm getting it.
252,Leslie Knope,I'm here.
253,Ann Perkins,Hey!
254,Ann Perkins,Wow!
255,Ann Perkins,Look at that.
256,Leslie Knope,Safety.
257,Leslie Knope,You remember Tom from last night.
258,Tom Haverford,"Hey, Ann, how are you?"
259,Ann Perkins,"Yeah, hey."
260,Ann Perkins,Of course I do.
261,Leslie Knope,"And this is our college intern, April."
262,Leslie Knope,She's going to be documenting our fact finding mission.
263,Ann Perkins,"Hey, April."
264,April Ludgate,Hey.
265,Ann Perkins,Is this fun for you?
266,April Ludgate,"Yeah, it's so much fun."
267,Ann Perkins,I'm just gonna grab my phone quickly.
268,Ann Perkins,Sorry.
269,Leslie Knope,This must be our hero.
270,Leslie Knope,The man heard 'round the world.
271,Andy Dwyer,Uh-huh.
272,Leslie Knope,"How you doing, son?"
273,Andy Dwyer,Pretty good.
274,Leslie Knope,I'm Leslie Knope.
275,Leslie Knope,And the entire government of Pawnee would like to let you know that we will do everything we can to help you.
276,Andy Dwyer,Could you pass me my itch stick?
277,Leslie Knope,Of course.
278,Ann Perkins,"So, Andy jumped over this fence."
279,Ann Perkins,"He was crossing through to get home, and then he fell right there."
280,Leslie Knope,"Oh, my God."
281,Leslie Knope,How did we let this happen?
282,Leslie Knope,"Dream with me for a second, Ann."
283,Leslie Knope,Doesn't this neighborhood deserve a first-class park?
284,Leslie Knope,"Imagine a shiny new playground with a jungle gym and swings, pool, tennis courts, volleyball courts, racquetball courts, basketball court, regulation football field."
285,Leslie Knope,We could put an amphitheatre over there with Shakespeare in the Park.
286,Ann Perkins,It's really not that big of a pit.
287,Leslie Knope,We could do some of those things.
288,Leslie Knope,It's gonna take a little extra work.
289,Leslie Knope,But why not try?
290,Ann Perkins,I think that would be great.
291,Leslie Knope,"Me, too."
292,Leslie Knope,I'm going in.
293,Ann Perkins,Why?
294,Leslie Knope,Don't worry.
295,Leslie Knope,I have a hard hat on.
296,Ann Perkins,"I can see that, but--"
297,Leslie Knope,Yeah.
298,Leslie Knope,"April, document this."
299,April Ludgate,Document what?
300,Leslie Knope,"The key to any factfinding mission is to get right into the battle zone, you know?"
301,Leslie Knope,It's like George Bush when he flew over New Orleans or Richard Nixon when he went to China to see what the Chinese were up to.
302,Leslie Knope,No!
303,Ann Perkins,"Leslie, are you okay?"
304,Tom Haverford,Leslie!
305,Tom Haverford,"Hold on, April's gonna get some photos for the website."
306,April Ludgate,Could you just be still?
307,Tom Haverford,Don't move around as much.
308,Ann Perkins,"Okay, squeeze my fingers."
309,Ann Perkins,Good.
310,Ann Perkins,Does it hurt a lot?
311,Leslie Knope,No.
312,Leslie Knope,Mmmmmm.
313,Leslie Knope,I'm fine.
314,Ann Perkins,"No, you're not."
315,Leslie Knope,Good thing I was wearing that hard hat.
316,Ann Perkins,But it-- It fell off.
317,Leslie Knope,After my head hit that rod.
318,Ann Perkins,Wow.
319,Andy Dwyer,"I can't believe you fell in, too."
320,Andy Dwyer,That's awesome.
321,Ann Perkins,"It's not awesome, Andy."
322,Leslie Knope,"Well, at least my boss will listen to me now that I broke my clavicle."
323,Ann Perkins,It's not broken.
324,Leslie Knope,It is.
325,Leslie Knope,Do you have one of those neck foam collar brace things?
326,Ann Perkins,"Honestly, you're fine."
327,Leslie Knope,"Honestly, my clavicle's broken."
328,Andy Dwyer,"Oh, hey, baby, if you're going to the kitchen, could you make me pancakes real quick?"
329,Ann Perkins,Sure.
330,Leslie Knope,Ooh!
331,Leslie Knope,Are pancakes being made?
332,Leslie Knope,Thank you.
333,Ann Perkins,Sure.
334,Ann Perkins,"I don't know, she's a little doofy, but she's sweet."
335,Leslie Knope,"Ron, please."
336,Ron Swanson,No.
337,Ron Swanson,No way.
338,Leslie Knope,"Come on, Ron."
339,Leslie Knope,I've been a loyal foot soldier.
340,Leslie Knope,Give me my shot.
341,Leslie Knope,Let me have Lot 48.
342,Ron Swanson,Is that a travel pillow around your neck?
343,Leslie Knope,"Ron, I don't know how to explain this to you."
344,Leslie Knope,When you've been down in the pit-- Have you been in the pit?
345,Ron Swanson,"No, I haven't gotten down there yet."
346,Leslie Knope,"Well, I have."
347,Ron Swanson,When you fell in.
348,Leslie Knope,When I visited the bottom of the pit on a fact finding mission.
349,Leslie Knope,"And when you're down there, you get some perspective about what it all means."
350,Leslie Knope,"And let me tell you something, Ron."
351,Leslie Knope,What it means is I want this subcommittee.
352,Ron Swanson,I've been quite open about this around the office.
353,Ron Swanson,I don't want this Parks Department to build any parks because I don't believe in government.
354,Ron Swanson,I think that all government is a waste of taxpayer money.
355,Ron Swanson,My dream is to have the park system privatized and run entirely for profit by corporations.
356,Ron Swanson,Like Chuck E. Cheese.
357,Ron Swanson,They have an impeccable business model.
358,Ron Swanson,I would rather work for Chuck E. Cheese.
359,Ron Swanson,"Well, I will definitely think about it."
360,Leslie Knope,I like the sound of that definitely.
361,Leslie Knope,I'm gonna leave before you change your mind.
362,Leslie Knope,"Mr. Swanson, I presume."
363,Leslie Knope,Lot 46 thoughts? Yes? No? Me? Park?
364,Leslie Knope,Giving the park to me?
365,Ron Swanson,Still mulling.
366,Ron Swanson,She's insatiable.
367,Ron Swanson,She's like a little dog with a chew toy.
368,Leslie Knope,"All right, you guys."
369,Leslie Knope,"All right, all right."
370,Leslie Knope,I'll ask him.
371,Leslie Knope,Everybody wants to know what your decision is.
372,Leslie Knope,Someone on the phone about the park.
373,Leslie Knope,"You know, I don't think I even want it."
374,Leslie Knope,Oh man.
375,Leslie Knope,My clavicle's still really hurting me.
376,Tom Haverford,Oh!
377,Tom Haverford,This is a great shot.
378,April Ludgate,I know.
379,Tom Haverford,That's awesome.
380,April Ludgate,I think she's crying in that one.
381,April Ludgate,Look at this one.
382,Mark Brendanawicz,"Hey, kids."
383,Tom Haverford,That's another good one.
384,April Ludgate,Hey.
385,Tom Haverford,"Hey, Brendanawicz."
386,Tom Haverford,You gotta come check this out.
387,Tom Haverford,"Leslie took us out to that pit in Lot 48, and she fell inside."
388,Tom Haverford,And we have some awesome photos.
389,April Ludgate,One.
390,Mark Brendanawicz,Is she okay?
391,Tom Haverford,"Yeah, she's fine."
392,Tom Haverford,Oh! This is a classic.
393,April Ludgate,That's the best one.
394,Tom Haverford,The up-skirt photo.
395,Tom Haverford,Awesome.
396,Tom Haverford,"Hey, man."
397,Tom Haverford,Give me the photo back.
398,Tom Haverford,What's going on?
399,April Ludgate,Don't worry.
400,April Ludgate,I can print more.
401,Mark Brendanawicz,Leslie is unique.
402,Mark Brendanawicz,Government work can beat you down.
403,Mark Brendanawicz,I would say that I lost my optimism about government in about two months.
404,Mark Brendanawicz,Leslie's kept hers for six years.
405,Mark Brendanawicz,"I've got a few rules about how to survive and prosper in a government job, and I think I'm about to break one of those rules."
406,Mark Brendanawicz,I want you to give Lot 48 to Leslie so she can try to build a park.
407,Ron Swanson,Why should I?
408,Mark Brendanawicz,"You owe me one, remember?"
409,Ron Swanson,Do you want to cash in for this?
410,Mark Brendanawicz,"Yeah, I do."
411,Leslie Knope,"So this was built in 1935, it's called Pioneer Hall. And a little trivia, it is one of the first structures in America to ever have locks."
412,Ann Perkins,Wow!
413,Leslie Knope,"Oh, yeah."
414,Leslie Knope,This is our crown jewel.
415,Leslie Knope,It's one of our best murals.
416,Leslie Knope,It depicts the very famous battle at Conega Creek.
417,Leslie Knope,"We have a lot of children visit, so often we have to cover up the more gruesome parts with a poster."
418,Ann Perkins,That is horrifying.
419,Leslie Knope,"Yes, it is."
420,Leslie Knope,"So, what do you want to see? The DMV? Animal control? Or we could--"
421,Tom Haverford,Leslie! We did it.
422,Tom Haverford,Ron's approved our committee.
423,Ann Perkins,"Oh, my God."
424,Leslie Knope,That's great!
425,Ann Perkins,That's so great.
426,Leslie Knope,That's so exciting! This is huge.
427,Leslie Knope,"I'm barely 34, and I've already landed a Parks Department exploratory subcommittee."
428,Leslie Knope,I'm a rocket ship.
429,Mark Brendanawicz,Leslie.
430,Mark Brendanawicz,I just heard the news.
431,Leslie Knope,Hey.
432,Leslie Knope,Isn't it great?
433,Mark Brendanawicz,Congratulations.
434,Leslie Knope,Thank you.
435,Leslie Knope,I'm so excited.
436,Leslie Knope,"It's exciting, isn't it?"
437,Mark Brendanawicz,It is.
438,Leslie Knope,Yeah.
439,Leslie Knope,"Should I call a press conference now, or--"
440,Tom Haverford,"Yeah, call one."
441,Tom Haverford,Definitely.
442,Mark Brendanawicz,I would.
443,Tom Haverford,"Every now and then we have these little gatherings, and Leslie gets plastered."
444,Tom Haverford,One time I convinced her to try to fax someone a Fruit Roll-Up.
445,Tom Haverford,She one time made out with the water delivery guy in her office.
446,Tom Haverford,"On Halloween, she was dressed up as Batman."
447,Tom Haverford,Not Batgirl.
448,Tom Haverford,Batman.
449,Tom Haverford,And I convinced her to go stop a crime that was going on outside.
450,Tom Haverford,And it is my favorite thing in the world.
451,Leslie Knope,You know what?
452,Leslie Knope,America is awesome.
453,Leslie Knope,It's so full of hope and small towns and big cities and real people and delicious beverages and hot guys.
454,Leslie Knope,You just never know when opportunity is gonna strike.
455,Ann Perkins,Yeah.
456,Leslie Knope,You gotta be ready for it.
457,Ann Perkins,Yeah.
458,Leslie Knope,Are you excited?
459,Ann Perkins,Definitely am.
460,Ann Perkins,Fired up.
461,Leslie Knope,Yeah!
462,Ann Perkins,I'm really fired up.
463,Ann Perkins,"You know they say that democracy or whatever only works when people get involved? Well, I'm getting involved."
464,Ann Perkins,So I am gonna make a vow now that I will do whatever it takes to get this pit filled in.
465,Ann Perkins,Even if it takes two months.
466,Leslie Knope,"Soul sista, soul sista Gonna get your phone, sista"
467,Ann Perkins,Yeah.
468,Leslie Knope,Sweet Lady Marmalard
469,Ron Swanson,I've created this office as a symbol of how I feel about government.
470,Ron Swanson,This sawed-off shotgun belonged to a local bootlegger.
471,Ron Swanson,People who come in here to ask me for things have to stare right down the barrel.
472,Ron Swanson,Did you guys get a grant to do this? This is my basketball court.
473,Ron Swanson,I don't want to see any double dribble.
474,Ron Swanson,I don't want to see any three second violations.
475,Ron Swanson,Bobby Knight!
